x,y
-116.1252900232019,167.98679867986493
121.22969837587004,130.033003300333
124.59396751740132,126.4026402640261
-138.86310904872397,42.904290429037076
-495.35962877030164,-395.7095709571033
86.07888631090486,70.95709570955864
51.85614849187937,-38.283828382843126
54.40835266821341,-206.93069306930727
85.96287703016242,-16.17161716171381
26.56612529002325,102.64026402641059
31.902552204176345,365.0165016501618
106.03248259860788,133.33333333332865
95.24361948955914,109.90099009900098
302.78422273781905,46.534653465344036
311.71693735498843,-105.28052805280709
-39.3271461716937,208.58085808581677
-9.164733178654274,137.29372937294687
356.14849187935033,44.22442244223532
18.329466357308547,10.891089108897347
134.9187935034804,184.1584158415787
145.1276102088167,88.11881188118286
89.21113689095125,137.6237623762347
160.4408352668214,-108.91089108911399
35.49883990719263,130.36303630362085
99.41995359628766,173.59735973596923
-168.21345707656616,191.7491749174804
64.61716937354993,-176.23762376238915
180.16241299303942,88.44884488449418
-38.97911832946636,-75.57755775577607
75.9860788863109,300.3300330033066
195.01160092807424,95.37953795379673
263.45707656612524,-240.5940594059566
-97.5638051044084,-162.04620462047285
70.99767981438515,18.481848184822468
43.38747099767977,47.85478547854228
150.58004640371223,183.16831683169175
184.57076566125284,160.39603960396323
218.32946635730855,128.71287128713476
103.94431554524351,139.93399339934336
-133.06264501160098,-178.54785478547444
-441.99535962877036,-376.8976897689929
30.394431554524317,31.68316831682847
79.93039443155453,116.17161716170443
64.15313225057992,150.8250825082407
-500.0,-500.0
296.4037122969838,-211.22112211221338
-101.85614849187937,195.0495049504995
-392.45939675174014,-332.01320132013507
48.25986078886308,303.3003300330144
58.120649651972144,293.06930693069273
37.12296983758699,333.33333333333337
35.26682134570774,-323.43234323432307
-81.43851508120645,-137.95379537954602
2.552204176334044,447.85478547855166
64.61716937354993,134.6534653465269
-303.01624129930394,-307.92079207920835
400.8120649651971,31.023102310229376
379.23433874709974,39.60396039604149
306.03248259860777,-302.97029702970315
-68.09744779582371,5.610561056104302
-141.18329466357312,127.0627062706252
-125.52204176334106,143.8943894389381
-20.069605568445525,203.63036303631162
-78.19025522041767,121.78217821780873
17.401392111368864,-111.2211221122227
268.9095127610208,47.19471947194313
-36.19489559164737,313.86138613862386
-251.74013921113692,-75.24752475248818
-110.20881670533646,-198.01980198020726
14.037122969837583,111.55115511551048
11.600928074245815,110.23102310231224
92.6914153132251,196.0396039603865
438.1670533642691,13.53135313531726
66.93735498839908,152.80528052806153
340.9512761020882,-462.0462046204681
53.71229698375873,84.15841584158812
51.160092807424576,91.41914191417851
314.6171693735498,-139.6039603960321
86.65893271461721,110.23102310231224
-15.313225058004718,-156.76567656765633
-0.3480278422274523,21.452145214530276
85.26682134570763,-34.65346534653622
-17.40139211136892,241.91419141913138
285.7308584686775,-75.24752475248818
-3.364269141531338,195.3795379537873
-16.357308584686734,-61.71617161717086
-54.176334106728575,171.28712871286058
52.55220417633416,109.57095709571314
315.89327146171695,-196.36963696369776
41.879350348027856,98.67986798679237
43.15545243619488,155.11551155114677
-192.1113689095128,37.62376237624409
-110.67285382830624,205.2805280527977
317.0533642691414,-162.70627062707183
-51.50812064965197,201.3201320132029
-52.32018561484915,198.3498349834951
2.3201856148491515,-10.231023102321615
-131.4385150812065,77.55775577557341
-89.90719257540604,57.75577557755264
-179.9303944315546,-128.0528052805356
-181.6705336426914,-84.48844884489938
-281.554524361949,286.468646864678
-310.4408352668214,309.90099009900564
-357.30858468677496,417.1617161716101
-316.0092807424594,271.94719471947377
-53.248259860788835,-96.3696369637072
-16.58932714617174,-318.81188118812906
-14.501160092807424,174.2574257425684
88.16705336426912,25.412541254125074
39.67517401392104,-79.20792079208297
-313.10904872389796,-0.3300330033112573
69.60556844547557,119.80198019801134
-30.162412993039425,152.47524752475022
77.49419953596293,3.6303630363069033
462.1809744779582,-0.6600660065992088
-216.3573085846868,271.94719471947377
-204.64037122969836,265.346534653459
-238.39907192575413,265.0165016501712
31.670533642691453,168.31683168317625
-304.0603248259861,-27.06270627063452
86.65893271461721,215.51155115511938
-52.204176334106705,76.89768976897426
46.171693735498934,9.900990099010357
-158.0046403712297,-92.07920792080108
-121.80974477958233,253.13531353136347
-28.654292343387453,21.782178217818114
-16.125290023201842,61.38613861385954
65.19721577726216,75.57755775577601
-114.38515081206504,-101.9801980198115
22.38979118329462,172.277227722771
-35.61484918793508,120.46204620461049
79.46635730858463,180.19801980198395
5.104408352668258,137.95379537954602
-43.15545243619488,131.35313531353125
60.2088167053364,139.93399339934336
202.6682134570766,-9.57095709572252
218.4454756380511,-48.18481848185354
113.34106728538268,118.48184818481309
108.58468677494193,160.06600660065197
273.5498839907192,-288.7788778877866
-6.264501160092777,78.2178217821725
97.67981438515085,-57.75577557755264
99.76798143851511,136.96369636963556
24.82598607888633,132.34323432344172
19.60556844547557,102.97029702969837
170.30162412993036,95.04950495048541
-35.15081206496518,-179.86798679867263
-292.3433874709977,-249.8349834983443
106.03248259860788,115.8415841584166
-17.16937354988397,500.0
47.91183294663574,64.35643564356735
-81.554524361949,-1.6501650165095043
313.1090487238979,-72.27722772278037
-92.45939675174014,99.00990099010363
-126.10208816705335,119.47194719472355
213.3410672853828,175.57755775576663
-211.83294663573082,-101.9801980198115
-143.15545243619493,-27.72277227723373
-155.6844547563805,178.8778877887857
-218.90951276102095,17.821782178223316
-160.55684454756386,-81.51815181519157
-283.0626450116009,-189.43894389439515
-265.89327146171695,-154.12541254125972
-19.373549883990677,146.20462046204682
55.91647331786544,-309.90099009900564
107.5406032482598,90.42904290429152
-199.7679814385151,238.943894389447
77.72621809744783,236.96369636962618
44.663573085846906,127.72277227722435
5.220417633410648,126.4026402640261
-120.76566125290026,88.11881188118286
-24.477958236658935,258.74587458746777
-166.12529002320184,56.43564356435439
53.1322505800465,144.88448844884857
54.06032482598607,212.54125412541157
-232.59860788863114,-128.3828382838235
228.77030162412996,73.92739273926645
-133.8747099767981,-60.39603960397267
-33.526682134570706,282.17821782177197
-28.654292343387453,64.68646864685525
-123.08584686774941,-133.6633663366399
-8.932714617169381,141.91419141914076
-64.84918793503482,196.36963696369776
-222.04176334106728,-71.28712871286996
261.4849187935034,-74.58745874588897
38.747099767981354,99.99999999999062
-140.71925754060328,298.34983498350925
-340.25522041763344,-286.1386138613901
259.7447795823666,-209.24092409241587
-9.280742459396777,114.52145214521829
-279.93039443155453,-58.74587458746305
-267.16937354988397,-22.772277227728523
-269.7215777262181,-64.35643564356747
64.50116009280737,101.32013201318892
121.92575406032495,-94.05940594059848
-44.8955916473318,162.04620462044932
-53.944315545243626,158.08580858085458
27.26218097447793,202.3102310230899
233.87470997679804,-89.43894389440459
-147.5638051044083,173.59735973596923
-199.65197215777266,-35.973597359734526
7.192575406032461,196.69966996698565
-148.60788863109047,-54.12541254124574
-253.82830626450115,-10.56105610560951
-13.805104408352634,456.4356435643638
240.71925754060317,-125.41254125413911
-30.858468677494216,357.42574257426014
60.32482598607896,-259.0759075907556
86.77494199535965,173.92739273928055
53.944315545243626,179.20792079207354
6.960556844547568,62.70627062705779
95.93967517401404,129.0429042904226
-76.45011600928075,193.72937293730126
-142.4593967517402,-216.83168316831757
154.29234338747096,104.29042904289668
66.12529002320184,268.6468646864781
-111.25290023201853,32.34323432342762
203.94431554524363,39.93399339932927
-181.6705336426914,-10.56105610560951
-157.30858468677496,9.900990099010357
7.192575406032461,34.65346534653628
76.4501160092808,140.59405940594252
328.6542923433874,-389.4389438943999
23.433874709976863,388.1188118811782
13.921113689095137,416.50165016501103
56.84454756380512,122.77227722771914
139.90719257540604,-113.8613861386192
1.0440835266820727,-252.4752475247643
119.95359628770302,144.88448844884857
49.419953596287655,-9.900990099010357
-86.65893271461715,193.39933993398995
89.55916473317859,-121.122112211233
500.0,-17.491749174912
480.6264501160092,-14.851485148515508
326.4501160092808,50.16501650165094
248.60788863109053,61.056105610548286
-346.4037122969838,24.422442244214665
63.45707656612535,223.10231023102108
40.95127610208817,188.77887788779606
186.19489559164742,-96.69966996699497
242.2273781902553,-78.54785478548376
48.25986078886308,95.70957095708457
-4.060324825986072,99.66996699670278
76.2180974477958,165.34653465346844
-275.754060324826,-341.9141914191455
-134.9187935034803,5.94059405939214
-115.42923433874711,-32.34323432342751
-117.05336426914153,117.821782178214
-17.749419953596373,219.47194719471412
-9.628770301624172,-184.15841584157874
215.3132250580046,82.50825082507856
-12.29698375870072,22.442244224417266
-201.04408352668213,-85.14851485149859
-30.74245939675177,207.92079207921768
-298.8399071925754,-52.47524752475965
-24.477958236658935,107.92079207920358
63.34106728538279,173.92739273928055
-50.92807424593963,137.6237623762347
137.81902552204178,113.20132013202004
-48.14385150812069,14.851485148515508
-78.65429234338751,69.6369636963604
-30.626450116009323,436.63366336634306
-22.273781902552173,394.0594059405938
81.55452436194889,-144.5544554455372
-51.24129930394429,144.89372937293172
248.37587006960564,-175.90759075907795
-6.496519721577727,-211.88118811881236
